ratio,compressed_MB,io_ms,decode_budget_ms,required_decode_MBs
0.8897,16.726929408,10.035974095804926,1.2442035998283494,15110.58158214117
0.9,16.920576,10.152159926069947,1.1280177695633282,16666.971485101687
0.8,15.040512,9.02414215650662,2.2560355391266547,8333.48574255085
0.7,13.160448,7.896124386943293,3.384053308689983,5555.657161700567
0.6,11.280384,6.768106617379965,4.51207107825331,4166.7428712754245
0.5,9.40032,5.640088847816638,5.640088847816638,3333.3942970203398
