format,bits_per_weight,bytes_per_expert_MB,read_ms,read_decode_ms,total_ms,decode_ms,mma_ms,read_GBs,total_vs_fp4,smem_lut_bytes
fp4_k64,4.0,12.53376,0.12594716778645912,0.13846063520759344,0.142746864973257,0.012513467421134317,0.004286229765663546,1592.2562096831884,1.0,0
vq12_k64,3.0,9.58464,0.11323296542589864,0.13398409743482867,0.15646896790713072,0.020751132008930036,0.02248487047230204,1354.325036204738,1.0961289267995098,16384
vq14_k64,3.5,11.0592,0.16359326352054873,0.1830096667011579,0.21050686870391172,0.019416403180609144,0.027497202002753823,1081.6288897970048,1.4746864580412975,32768
fp4_k128,4.0,12.53376,0.13075806588555378,0.14372963147858778,0.1392410990471641,0.012971565593034019,-0.004488532431423659,1533.6733427635977,0.9754406800685279,0
vq12_k128,3.0,9.58464,0.10275283129885793,0.1371426663051049,0.1646907029983898,0.03438983500624698,0.0275480366932849,1492.4575611349067,1.1537255338619443,16384
vq14_k128,3.5,11.0592,0.13592669662709037,0.16879290342330933,0.20201570199181637,0.03286620679621895,0.033222798568507045,1301.784008519296,1.415202372603161,32768
